TimeStamp,Velocity,Angle,Roll,Pitch,Yaw,AverageLeftZ,AverageRightZ,LeftTouchTime,RightTouchTime
1706830630.0534263,9.47718798458814,67.22201249690195,0.7108929719353483,0.1414898397411822,0.6647434867718414,-1.0,1.4161627809828201,-1.0,1706830644.2424781
1706830648.9540193,7.790836587475242,65.55952103961167,0.783212973831849,0.022167013277137906,-0.2565734028207606,-1.0,-1.0,-1.0,-1.0
1706830665.5863876,8.108024468665578,38.30838887531306,-0.3716652488873917,0.18577184062474256,0.6894988151410766,0.9282531493317407,1.4791334152397901,1706830675.1085835,1706830672.77298
1706830679.5259075,7.216039564606417,52.22444314491684,0.6107460876078741,0.056666553426213434,0.25878993475200796,0.8410892126023329,0.6819692443043572,1706830692.8488178,1706830690.9591854
1706830694.1240666,7.832738089851136,47.92451997759342,0.247786936586746,0.13221361411769783,0.4423137444542087,1.1968598752499717,1.3850966536775293,1706830705.4769185,1706830703.2238164
1706830709.2080507,9.355584238499038,60.28885212429147,-0.2711341696388233,0.1802861414919471,-0.4409817241277521,2.065869547222321,1.5567126057002774,1706830720.2136757,1706830723.6806364
1706830727.4306378,6.247395509199176,78.51114414040461,0.2467942666346643,0.044667545938540165,0.33086156883136053,-1.0,-1.0,-1.0,-1.0
1706830743.5403645,9.55834875240074,57.087584005714056,0.5731419259775887,0.13386997054132824,-0.27344347537054625,2.5793157834751073,1.662694907090125,1706830753.6126287,1706830755.4554172
1706830761.19813,6.216511765894371,25.88505696752061,0.15791341754699872,0.11908379970242917,0.07956258745841216,0.17166459878488127,0.11275731587915483,1706830770.4011474,1706830770.0755656
1706830771.7962997,8.908693724275842,21.051008579177164,-0.034212127633518996,0.19327198489852981,-0.035142944131131726,0.8565379096962601,0.8173899831149919,1706830777.7701685,1706830777.8316555
1706830783.1694798,4.415289923775099,71.97904206930914,-0.7755880133682158,0.0528397796204954,-0.09209446880648231,-1.0,-1.0,-1.0,-1.0
1706830795.4659996,5.708005230874022,57.603798645855555,-0.6329243542460221,0.03127862267694133,-0.7938464548616937,-1.0,-1.0,-1.0,-1.0
1706830808.8283734,8.518272055152153,72.61287852471229,-0.34293210130830404,0.13393798867841844,-0.5723448468037224,-1.0,-1.0,-1.0,-1.0
1706830827.315513,8.447862123311452,67.35743570543386,0.09273329280959319,0.051165920383518665,0.0700558150903774,-1.0,-1.0,-1.0,-1.0
1706830845.8100028,5.913466828220996,52.48740961757621,0.10899874639614815,0.14641759898044146,-0.7065883230451931,0.34502068963220006,-1.0,1706830857.826218,-1.0
1706830859.812096,5.062409374518606,52.197427937383814,0.24720507954235393,0.10063975175072895,0.3489776224686465,-1.0,-1.0,-1.0,-1.0
1706830872.3224819,5.994263385615976,77.81535043629785,0.27025391758900463,0.10688458648544769,0.6525173400500368,-1.0,-1.0,-1.0,-1.0
1706830888.019425,4.987184040762729,83.42463805258666,-0.03001477129584129,0.18942647073553265,0.39457350210311626,-1.0,-1.0,-1.0,-1.0
1706830902.798083,4.936887308887049,77.61595526885941,-0.08161771241752103,0.17015845209924746,-0.19771106212792344,-1.0,-1.0,-1.0,-1.0
1706830917.1156201,9.535818600515285,74.47357057178496,-0.5689314709103197,0.07342425182759375,-0.3060952024605307,-1.0,-1.0,-1.0,-1.0
1706830936.5671344,4.8322116984621,42.530320992484896,0.13882943362722178,0.020542361345542548,0.28030117253971754,-1.0,-1.0,-1.0,-1.0
1706830948.0799644,6.936814151328347,47.425504310716036,0.3714400311219792,0.061437551254432,-0.45373802235723776,1.2383755135780923,-1.0,1706830957.9987342,-1.0
1706830962.0532694,4.209749792799662,27.711735663341603,0.47725468690999584,0.09489287822851372,-0.3016275614555104,-1.0,-1.0,-1.0,-1.0
1706830971.0844429,6.403406438237162,46.17775052069106,-0.5364082573389402,0.01954605651542205,0.3317975265881681,-1.0,0.900118699786561,-1.0,1706830981.860818
1706830984.0919826,6.021520477349357,28.160728517391526,0.6190823949435564,0.19230050442449614,0.21730406378548528,-1.0,-1.0,-1.0,-1.0
1706830994.2639513,8.064971371975064,43.804150341617074,-0.23960426888526953,0.08094566336677694,0.193354406596149,1.211221883331311,1.578254976918852,1706831003.6859372,1706831002.8683264
1706831009.0368044,7.450244119381896,78.31818981513044,0.42784452631501035,0.16035928237159539,-0.2181687369329547,-1.0,-1.0,-1.0,-1.0
1706831026.678627,8.89164552140359,33.49714231464831,0.0637255777815342,0.016742871591622355,0.3664115281741849,1.333393503885537,1.3402811370188417,1706831034.0463996,1706831033.1654313
1706831040.6091485,4.006418251038128,82.63436637978364,-0.052037385668602276,0.0653017417372161,0.07147980708685397,-1.0,-1.0,-1.0,-1.0
1706831053.6818929,9.195159301870191,50.93863911785495,-0.44863537450176577,0.11419254903153707,0.3208847248285285,1.6760528548975993,2.2640841679273143,1706831063.898577,1706831062.390549
1706831070.302817,8.942962028878174,84.10812727828592,-0.2718447268961791,0.1935098036023271,-0.5273017870567207,-1.0,-1.0,-1.0,-1.0
1706831090.003219,7.570816861763646,62.883257325080834,0.11321790571413115,0.1229626163727966,0.16744932705904725,-1.0,-1.0,-1.0,-1.0
1706831106.9657698,6.699166300413547,69.84239481550247,0.010841193782577419,0.10310849819125033,-0.035579807039266775,-1.0,-1.0,-1.0,-1.0
1706831123.6884162,8.473266006193512,28.889702900642963,0.10815162910027687,0.02131072631826754,-0.10607453622628904,1.1092420048991667,1.0036504672999642,1706831130.37733,1706831130.6314032
1706831136.34309,4.948202541333475,84.84569834133653,0.5850059591967276,0.008218906681825256,-0.4133862495780246,-1.0,-1.0,-1.0,-1.0
1706831150.1891332,5.228113010008029,34.34446720437282,0.025321463702741576,0.1435366957776526,-0.4281315658874455,-1.0,-1.0,-1.0,-1.0
1706831161.4250083,8.38681469224628,24.34493254366937,0.4708089777482989,0.008658239962183335,0.4660973143451499,0.988744903771811,0.7513449567348077,1706831168.5494676,1706831167.553467
1706831172.580513,4.049179313818061,23.99359969896146,0.514802030965547,0.1696696544567316,0.005751979981043043,-1.0,-1.0,-1.0,-1.0
1706831181.107215,8.063200370018,71.62608435566017,0.23690230208967655,0.04124848876345049,0.04573587619974773,-1.0,-1.0,-1.0,-1.0
1706831199.2402442,8.574769669065027,26.49727651167043,0.5492563801455981,0.06582184058278498,-0.5484067427169974,1.1568717999777036,0.7152792347176268,1706831205.257064,1706831206.4482327
1706831210.8009832,7.1199794184153316,61.94978503380476,0.674743009518326,0.10521711194097293,-0.7666979484664037,1.1367667432016861,-1.0,1706831224.1163754,-1.0
1706831226.402372,5.711500493197744,42.29697902565532,-0.5648560842503472,0.09566311390890675,-0.47795691438603055,-1.0,-1.0,-1.0,-1.0
1706831238.138791,4.437110790271015,81.15708819067585,0.13961617848634356,0.03260438513481436,0.39214470164886484,-1.0,-1.0,-1.0,-1.0
1706831251.7717092,7.8489508831639245,28.201563672009932,0.7431006916308538,0.16096418685688216,0.5141077598192161,1.0610762257275603,0.7092850272469825,1706831259.7189705,1706831258.4853387
1706831262.8939917,9.946317099082979,63.93261096455033,0.2857228237465541,0.1611183681203956,0.05141305738228219,2.143390350962911,1.79524300551205,1706831276.9835207,1706831276.7141376
1706831282.3338115,5.381107667079662,69.70535516090274,-0.024906588801862695,0.14865717226077507,-0.04246961656871551,-1.0,-1.0,-1.0,-1.0
1706831297.076655,5.864866755613513,28.78358201262354,-0.3983648205350431,0.024476639860031568,-0.524345252951331,0.08323789752738696,-1.0,1706831305.7840266,-1.0
1706831307.4249759,8.572026523062682,72.44366831350871,-0.5045940425210464,0.06150628630234221,0.7015133062748407,-1.0,-1.0,-1.0,-1.0
1706831326.008188,6.793317577968115,62.894326809853894,0.049550126851454324,0.14116144433052802,-0.5761970015498759,0.013778812105893875,-1.0,1706831341.1750872,-1.0
1706831342.3537302,5.19542074747294,25.109226151990956,-0.17665679242962806,0.021831814184082133,-0.19923577461511466,-1.0,-1.0,-1.0,-1.0
1706831352.0978124,7.88109035283846,71.88280210854457,0.11064567131081282,0.13266758891427324,0.5998445550375715,-1.0,-1.0,-1.0,-1.0
1706831370.1143808,6.872223812868102,24.674382811353638,-0.6625963295827493,0.11868969777459447,0.2998660018382604,0.034122502256295234,0.738675488682374,1706831378.7407212,1706831377.6880684
1706831380.2287536,8.294522171594544,24.053840443164397,0.5000611870565879,0.17448155633372875,-0.5764985589616712,1.0625218158627605,0.5885757988631719,1706831386.2391205,1706831387.544758
1706831391.2507524,8.556136990981397,67.9797129150495,-0.1124702520961598,0.19256968642789826,0.4457069454333291,-1.0,0.7556121355809194,-1.0,1706831407.4252946
1706831410.1034918,6.795645454368212,33.48624513577503,-0.7758377292984662,0.046663152705186756,-0.42970785616429963,0.4801580255886916,0.7590691210036973,1706831418.400311,1706831420.0403259
1706831421.4504528,6.753793053170338,23.16235459401743,-0.5703566978313301,0.13722017617820526,0.2850517038059073,-0.029496602815975645,0.6487072356179555,1706831430.0488622,1706831429.0235128
1706831431.3213708,4.8348638777581,72.02061954960342,0.36902223093104736,0.04044243053586414,0.018483726991308957,-1.0,-1.0,-1.0,-1.0
1706831444.854521,8.043142134623215,32.84299251706,-0.39332448813691806,0.1547634578425946,-0.5729508601616322,1.0259320841674973,1.1534397808910115,1706831451.6824956,1706831453.245268
1706831457.4232206,7.757216996299517,59.06926780387378,-0.7616317895747458,0.17189616580864708,-0.23736913748977795,0.42246158646230325,-1.0,1706831470.9267328,-1.0
1706831473.1731431,8.005648131021811,21.362167353745367,0.45770576611603864,0.11736878122713318,0.04648722379505066,0.8181461885406701,0.5331534637452069,1706831479.9293025,1706831479.8552551
1706831483.5581567,5.836303403429402,49.145305973658566,-0.33663869074458597,0.1856494968075781,-0.5348642044467555,-0.06892896588007301,-1.0,1706831495.5420709,-1.0
1706831496.5657055,5.248653496193455,61.12462723647639,0.6214703620351212,0.08022234238689692,-0.5623704031087364,-1.0,-1.0,-1.0,-1.0
1706831509.674951,4.951722967733268,80.2712664288146,0.5804216809253753,0.18196180695677372,-0.5333367586048041,-1.0,-1.0,-1.0,-1.0
1706831523.4542863,5.037352947803008,68.92362779733797,-0.23661032693864692,0.14676056234721002,-0.7317184400768538,-1.0,-1.0,-1.0,-1.0
1706831537.2603946,9.406857342788642,61.61634394492165,-0.33175493057835087,0.06020262834940722,0.6280448148657747,0.2043934577685986,2.5056406082655385,1706831554.2186372,1706831548.0930543
1706831555.771301,8.688197241099488,35.99356197474514,-0.4090420707198387,0.08498375268850207,-0.7690633717454203,1.3079211637139634,1.4343666213706454,1706831562.1847754,1706831564.1557577
1706831569.3424046,7.847619861139814,23.40947004890575,-0.01746678399663748,0.03450345659726648,0.03925252943598245,0.6889188610900264,0.7178224329079833,1706831576.3247185,1706831576.2272081
1706831580.6601443,5.651723417936449,29.092823313162608,0.5257970055649321,0.0566611549009437,0.1824712472378558,-1.0,-1.0,-1.0,-1.0
1706831590.7882204,5.826569477831801,48.57436608775454,0.380441663398271,0.14704629240820702,0.7570861300280332,-1.0,0.15370797446537146,-1.0,1706831602.0069475
1706831603.6737287,6.469734967317662,29.725652048312153,0.25636641505718893,0.026289578963717686,-0.7887952981440732,0.7440930061051236,-1.0,1706831611.3974838,-1.0
1706831614.936936,6.166514305777125,78.40976879650735,0.4994002162096327,0.15023402855641457,-0.6497054191182395,-1.0,-1.0,-1.0,-1.0
1706831630.690006,9.013314062322447,50.52585684230401,0.685423285805969,0.0607762700813334,-0.2939813526689268,2.283494198792832,1.4913251177482352,1706831639.487403,1706831640.8474426
1706831646.6422803,7.825267403647757,30.280076694456497,-0.5697051857974019,0.14046908086581975,-0.23352472440007366,0.8009398557988838,1.1221860398548629,1706831653.8469536,1706831654.4291277
1706831658.37573,8.9002202373999,40.15461645926759,-0.09885580280511663,0.07573007178555956,0.32872180677549645,1.4867869964748297,1.6191214397386615,1706831666.5448177,1706831665.5652092
1706831673.4786253,8.054005686250783,28.290105729197116,0.7587940292660451,0.16731595630143115,0.712771029031539,1.0919635781986665,0.7946802028995503,1706831681.5019138,1706831679.867751
1706831684.7532995,5.423183084735762,32.6627509583433,0.3417074592027469,0.18418830058926317,0.4542492921023251,-1.0,-1.0,-1.0,-1.0
1706831695.3473911,5.490278896095218,56.48151377306651,0.02036643099506763,0.10297113773059108,-0.12334699488224121,-1.0,-1.0,-1.0,-1.0
1706831709.2688432,4.660254844843196,76.62725182884836,-0.398950727402047,0.1516854859285137,-0.009861381764402877,-1.0,-1.0,-1.0,-1.0
1706831722.7106328,7.7490219915543905,57.81682217263877,0.4804132887294372,0.10915760186254285,0.15886681296406313,0.922305080226752,0.6950404113357899,1706831737.0942855,1706831735.7615566
1706831738.7493753,9.861710470622192,43.22903278429207,0.23102932087252803,0.10917573347320296,0.12560038165512322,2.028150852715245,1.8799031145286402,1706831746.2761,1706831745.9504218
1706831754.9307947,8.675885264275555,82.8185817102256,-0.2964693761818954,0.15098100052667868,-0.2501243002765048,-1.0,-1.0,-1.0,-1.0
1706831774.2822955,4.941549257162791,74.94008861564403,-0.5198926500988188,0.1934822807711061,0.35433753964609016,-1.0,-1.0,-1.0,-1.0
1706831787.9922104,9.280463529542985,77.75797188830981,-0.43338838315302586,0.01423833160783914,-0.19052615868620149,-1.0,-1.0,-1.0,-1.0
1706831807.6069584,9.721826904830895,31.42068967349638,-0.28159460509643075,0.09960599430500648,0.22488856362784637,1.3098738633104665,1.506674620997865,1706831813.9573603,1706831813.5224512
1706831821.2371683,7.90627641859609,38.893568199571426,0.7199029283079632,0.037329083872627344,0.6095246184380831,1.364161094835857,1.0549933950648949,1706831830.7476952,1706831828.7256656
1706831834.3577173,5.138198309458982,28.694898904874535,-0.20519334502722397,0.08779856358244922,0.36989872072604113,-1.0,-1.0,-1.0,-1.0
1706831844.4742246,9.160297583097595,24.601334789238013,-0.09916994160461512,0.10683293406298029,0.40129277055491763,0.9706218125014755,1.0486347030737366,1706831850.8939223,1706831850.1573591
